DEPARTAMENTO,PROVINCIA,DISTRITO,Population
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,36834
AMAZONAS,CHACHAPOYAS,ASUNCION,265
AMAZONAS,CHACHAPOYAS,BALSAS,1243
AMAZONAS,CHACHAPOYAS,CHETO,654
AMAZONAS,CHACHAPOYAS,CHILIQUIN,600
AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,1998
AMAZONAS,CHACHAPOYAS,GRANADA,496
AMAZONAS,CHACHAPOYAS,HUANCAS,1330
AMAZONAS,CHACHAPOYAS,LA JALCA,4364
AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,3913
AMAZONAS,CHACHAPOYAS,LEVANTO,819
AMAZONAS,CHACHAPOYAS,MAGDALENA,894
AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,1469
AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,2365
AMAZONAS,CHACHAPOYAS,MONTEVIDEO,497
AMAZONAS,CHACHAPOYAS,OLLEROS,403
AMAZONAS,CHACHAPOYAS,QUINJALCA,805
AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS,295
AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO,598
AMAZONAS,CHACHAPOYAS,SOLOCO,1287
AMAZONAS,CHACHAPOYAS,SONCHE,250
AMAZONAS,BAGUA,BAGUA,29538
AMAZONAS,BAGUA,ARAMANGO,10733
AMAZONAS,BAGUA,COPALLIN,5040
AMAZONAS,BAGUA,EL PARCO,1306
AMAZONAS,BAGUA,IMAZA,30997
AMAZONAS,BAGUA,LA PECA,6831
AMAZONAS,BONGARA,JUMBILLA,1372
AMAZONAS,BONGARA,CHISQUILLA,306
AMAZONAS,BONGARA,CHURUJA,284
AMAZONAS,BONGARA,COROSHA,807
AMAZONAS,BONGARA,CUISPES,690
AMAZONAS,BONGARA,FLORIDA,6520
AMAZONAS,BONGARA,JAZAN,8190
AMAZONAS,BONGARA,RECTA,210
AMAZONAS,BONGARA,SAN CARLOS,488
AMAZONAS,BONGARA,SHIPASBAMBA,1639
AMAZONAS,BONGARA,VALERA,897
AMAZONAS,BONGARA,YAMBRASBAMBA,6013
AMAZONAS,CONDORCANQUI,NIEVA,22172
AMAZONAS,CONDORCANQUI,EL CENEPA,12118
AMAZONAS,CONDORCANQUI,RIO SANTIAGO,17506
AMAZONAS,LUYA,LAMUD,2359
AMAZONAS,LUYA,CAMPORREDONDO,7425
AMAZONAS,LUYA,COCABAMBA,2149
AMAZONAS,LUYA,COLCAMAR,2030
AMAZONAS,LUYA,CONILA,1974
AMAZONAS,LUYA,INGUILPATA,488
AMAZONAS,LUYA,LONGUITA,904
AMAZONAS,LUYA,LONYA CHICO,865
AMAZONAS,LUYA,LUYA,4184
AMAZONAS,LUYA,LUYA VIEJO,399
AMAZONAS,LUYA,MARIA,784
AMAZONAS,LUYA,OCALLI,3969
AMAZONAS,LUYA,OCUMAL,3817
AMAZONAS,LUYA,PISUQUIA,5278
AMAZONAS,LUYA,PROVIDENCIA,1429
AMAZONAS,LUYA,SAN CRISTOBAL,556
AMAZONAS,LUYA,SAN FRANCISCO DE YESO,729
AMAZONAS,LUYA,SAN JERONIMO,644
AMAZONAS,LUYA,SAN JUAN DE LOPECANCHA,434
AMAZONAS,LUYA,SANTA CATALINA,2110
AMAZONAS,LUYA,SANTO TOMAS,3216
AMAZONAS,LUYA,TINGO,1362
AMAZONAS,LUYA,TRITA,1447
AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,6275
AMAZONAS,RODRIGUEZ DE MENDOZA,CHIRIMOTO,2735
AMAZONAS,RODRIGUEZ DE MENDOZA,COCHAMAL,610
AMAZONAS,RODRIGUEZ DE MENDOZA,HUAMBO,2731
AMAZONAS,RODRIGUEZ DE MENDOZA,LIMABAMBA,2528
AMAZONAS,RODRIGUEZ DE MENDOZA,LONGAR,1689
AMAZONAS,RODRIGUEZ DE MENDOZA,MARISCAL BENAVIDES,1547
AMAZONAS,RODRIGUEZ DE MENDOZA,MILPUCC,446
AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,9770
AMAZONAS,RODRIGUEZ DE MENDOZA,SANTA ROSA,501
AMAZONAS,RODRIGUEZ DE MENDOZA,TOTORA,273
AMAZONAS,RODRIGUEZ DE MENDOZA,VISTA ALEGRE,3419
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,57381
AMAZONAS,UTCUBAMBA,CAJARURO,25659
AMAZONAS,UTCUBAMBA,CUMBA,9068
AMAZONAS,UTCUBAMBA,EL MILAGRO,6561
AMAZONAS,UTCUBAMBA,JAMALCA,7482
AMAZONAS,UTCUBAMBA,LONYA GRANDE,11251
AMAZONAS,UTCUBAMBA,YAMON,3292
ANCASH,HUARAZ,HUARAZ,67795
ANCASH,HUARAZ,COCHABAMBA,1777
ANCASH,HUARAZ,COLCABAMBA,321
ANCASH,HUARAZ,HUANCHAY,1778
ANCASH,HUARAZ,INDEPENDENCIA,83982
ANCASH,HUARAZ,JANGAS,5175
ANCASH,HUARAZ,LA LIBERTAD,1149
ANCASH,HUARAZ,OLLEROS,2567
ANCASH,HUARAZ,PAMPAS GRANDE,1053
ANCASH,HUARAZ,PARIACOTO,5173
ANCASH,HUARAZ,PIRA,3639
ANCASH,HUARAZ,TARICA,7228
ANCASH,AIJA,AIJA,2222
ANCASH,AIJA,CORIS,1758
ANCASH,AIJA,HUACLLAN,374
ANCASH,AIJA,LA MERCED,1666
ANCASH,AIJA,SUCCHA,743
ANCASH,ANTONIO RAIMONDI,LLAMELLIN,3571
ANCASH,ANTONIO RAIMONDI,ACZO,2067
ANCASH,ANTONIO RAIMONDI,CHACCHO,1447
ANCASH,ANTONIO RAIMONDI,CHINGAS,1990
ANCASH,ANTONIO RAIMONDI,MIRGAS,4405
ANCASH,ANTONIO RAIMONDI,SAN JUAN DE RONTOY,1234
ANCASH,ASUNCION,CHACAS,4977
ANCASH,ASUNCION,ACOCHACA,3115
ANCASH,BOLOGNESI,CHIQUIAN,4156
ANCASH,BOLOGNESI,ABELARDO PARDO LEZAMETA,251
ANCASH,BOLOGNESI,ANTONIO RAIMONDI,1041
ANCASH,BOLOGNESI,AQUIA,2280
ANCASH,BOLOGNESI,CAJACAY,1887
ANCASH,BOLOGNESI,CANIS,327
ANCASH,BOLOGNESI,COLQUIOC,2575
ANCASH,BOLOGNESI,HUALLANCA,7027
ANCASH,BOLOGNESI,HUASTA,1535
ANCASH,BOLOGNESI,HUAYLLACAYAN,1367
ANCASH,BOLOGNESI,LA PRIMAVERA,473
ANCASH,BOLOGNESI,MANGAS,506
ANCASH,BOLOGNESI,PACLLON,967
ANCASH,BOLOGNESI,SAN MIGUEL DE CORPANQUI,511
ANCASH,BOLOGNESI,TICLLOS,689
ANCASH,CARHUAZ,CARHUAZ,16456
ANCASH,CARHUAZ,ACOPAMPA,2789
ANCASH,CARHUAZ,AMASHCA,1578
ANCASH,CARHUAZ,ANTA,2605
ANCASH,CARHUAZ,ATAQUERO,1611
ANCASH,CARHUAZ,MARCARA,10594
ANCASH,CARHUAZ,PARIAHUANCA,1468
ANCASH,CARHUAZ,SAN MIGUEL DE ACO,2557
ANCASH,CARHUAZ,SHILLA,3062
ANCASH,CARHUAZ,TINCO,3731
ANCASH,CARHUAZ,YUNGAR,3349
ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,11472
ANCASH,CARLOS FERMIN FITZCARRALD,SAN NICOLAS,3438
ANCASH,CARLOS FERMIN FITZCARRALD,YAUYA,4441
ANCASH,CASMA,CASMA,38730
ANCASH,CASMA,BUENA VISTA ALTA,5219
ANCASH,CASMA,COMANDANTE NOEL,2333
ANCASH,CASMA,YAUTAN,9026
ANCASH,CORONGO,CORONGO,1805
ANCASH,CORONGO,ACO,390
ANCASH,CORONGO,BAMBAS,474
ANCASH,CORONGO,CUSCA,2931
ANCASH,CORONGO,LA PAMPA,1104
ANCASH,CORONGO,YANAC,676
ANCASH,CORONGO,YUPAN,735
ANCASH,HUARI,HUARI,10016
ANCASH,HUARI,ANRA,1500
ANCASH,HUARI,CAJAY,2788
ANCASH,HUARI,CHAVIN DE HUANTAR,8816
ANCASH,HUARI,HUACACHI,1923
ANCASH,HUARI,HUACCHIS,1527
ANCASH,HUARI,HUACHIS,3712
ANCASH,HUARI,HUANTAR,2873
ANCASH,HUARI,MASIN,1486
ANCASH,HUARI,PAUCAS,1678
ANCASH,HUARI,PONTO,2909
ANCASH,HUARI,RAHUAPAMPA,743
ANCASH,HUARI,RAPAYAN,1542
ANCASH,HUARI,SAN MARCOS,19037
ANCASH,HUARI,SAN PEDRO DE CHANA,2753
ANCASH,HUARI,UCO,1392
ANCASH,HUARMEY,HUARMEY,26659
ANCASH,HUARMEY,COCHAPETI,824
ANCASH,HUARMEY,CULEBRAS,3455
ANCASH,HUARMEY,HUAYAN,989
ANCASH,HUARMEY,MALVAS,807
ANCASH,HUAYLAS,CARAZ,26919
ANCASH,HUAYLAS,HUALLANCA,1096
ANCASH,HUAYLAS,HUATA,1448
ANCASH,HUAYLAS,HUAYLAS,1755
ANCASH,HUAYLAS,MATO,2027
ANCASH,HUAYLAS,PAMPAROMAS,8757
ANCASH,HUAYLAS,PUEBLO LIBRE,7109
ANCASH,HUAYLAS,SANTA CRUZ,4734
ANCASH,HUAYLAS,SANTO TORIBIO,1151
ANCASH,HUAYLAS,YURACMARCA,2152
ANCASH,MARISCAL LUZURIAGA,PISCOBAMBA,3271
ANCASH,MARISCAL LUZURIAGA,CASCA,4135
ANCASH,MARISCAL LUZURIAGA,ELEAZAR GUZMAN BARRON,1412
ANCASH,MARISCAL LUZURIAGA,FIDEL OLIVAS ESCUDERO,2086
ANCASH,MARISCAL LUZURIAGA,LLAMA,1073
ANCASH,MARISCAL LUZURIAGA,LLUMPA,6394
ANCASH,MARISCAL LUZURIAGA,LUCMA,2984
ANCASH,MARISCAL LUZURIAGA,MUSGA,1053
ANCASH,OCROS,OCROS,1324
ANCASH,OCROS,ACAS,708
ANCASH,OCROS,CAJAMARQUILLA,314
ANCASH,OCROS,CARHUAPAMPA,491
ANCASH,OCROS,COCHAS,1572
ANCASH,OCROS,CONGAS,1324
ANCASH,OCROS,LLIPA,290
ANCASH,OCROS,SAN CRISTOBAL DE RAJAN,451
ANCASH,OCROS,SAN PEDRO,659
ANCASH,OCROS,SANTIAGO DE CHILCAS,446
ANCASH,PALLASCA,CABANA,2703
ANCASH,PALLASCA,BOLOGNESI,1095
ANCASH,PALLASCA,CONCHUCOS,8084
ANCASH,PALLASCA,HUACASCHUQUE,549
ANCASH,PALLASCA,HUANDOVAL,1110
ANCASH,PALLASCA,LACABAMBA,529
ANCASH,PALLASCA,LLAPO,629
ANCASH,PALLASCA,PALLASCA,2592
ANCASH,PALLASCA,PAMPAS,4320
ANCASH,PALLASCA,SANTA ROSA,1169
ANCASH,PALLASCA,TAUCA,2933
ANCASH,POMABAMBA,POMABAMBA,15217
ANCASH,POMABAMBA,HUAYLLAN,3227
ANCASH,POMABAMBA,PAROBAMBA,6551
ANCASH,POMABAMBA,QUINUABAMBA,2380
ANCASH,RECUAY,RECUAY,4740
ANCASH,RECUAY,CATAC,4186
ANCASH,RECUAY,COTAPARACO,424
ANCASH,RECUAY,HUAYLLAPAMPA,643
ANCASH,RECUAY,LLACLLIN,946
ANCASH,RECUAY,MARCA,1722
ANCASH,RECUAY,PAMPAS CHICO,966
ANCASH,RECUAY,PARARIN,1657
ANCASH,RECUAY,TAPACOCHA,434
ANCASH,RECUAY,TICAPAMPA,2774
ANCASH,SANTA,CHIMBOTE,222044
ANCASH,SANTA,CACERES DEL PERU,4950
ANCASH,SANTA,COISHCO,17266
ANCASH,SANTA,MACATE,3448
ANCASH,SANTA,MORO,8645
ANCASH,SANTA,NEPEÑA,14980
ANCASH,SANTA,SAMANCO,5123
ANCASH,SANTA,SANTA,22213
ANCASH,SANTA,NUEVO CHIMBOTE,170160
ANCASH,SIHUAS,SIHUAS,5796
ANCASH,SIHUAS,ACOBAMBA,1740
ANCASH,SIHUAS,ALFONSO UGARTE,559
ANCASH,SIHUAS,CASHAPAMPA,3027
ANCASH,SIHUAS,CHINGALPO,958
ANCASH,SIHUAS,HUAYLLABAMBA,3865
ANCASH,SIHUAS,QUICHES,2519
ANCASH,SIHUAS,RAGASH,2521
ANCASH,SIHUAS,SAN JUAN,6942
ANCASH,SIHUAS,SICSIBAMBA,1583
ANCASH,YUNGAY,YUNGAY,22368
ANCASH,YUNGAY,CASCAPARA,1784
ANCASH,YUNGAY,MANCOS,7096
ANCASH,YUNGAY,MATACOTO,1540
ANCASH,YUNGAY,QUILLO,13254
ANCASH,YUNGAY,RANRAHIRCA,2988
ANCASH,YUNGAY,SHUPLUY,2001
ANCASH,YUNGAY,YANAMA,5752
APURIMAC,ABANCAY,ABANCAY,73742
APURIMAC,ABANCAY,CHACOCHE,1393
APURIMAC,ABANCAY,CIRCA,1865
APURIMAC,ABANCAY,CURAHUASI,17323
APURIMAC,ABANCAY,HUANIPACA,3054
APURIMAC,ABANCAY,LAMBRAMA,3056
APURIMAC,ABANCAY,PICHIRHUA,2828
APURIMAC,ABANCAY,SAN PEDRO DE CACHORA,2660
APURIMAC,ABANCAY,TAMBURCO,11564
APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,45218
APURIMAC,ANDAHUAYLAS,ANDARAPA,5721
APURIMAC,ANDAHUAYLAS,CHIARA,1193
APURIMAC,ANDAHUAYLAS,HUANCARAMA,5434
APURIMAC,ANDAHUAYLAS,HUANCARAY,3939
APURIMAC,ANDAHUAYLAS,HUAYANA,771
APURIMAC,ANDAHUAYLAS,KISHUARA,6560
APURIMAC,ANDAHUAYLAS,PACOBAMBA,3573
APURIMAC,ANDAHUAYLAS,PACUCHA,8585
APURIMAC,ANDAHUAYLAS,PAMPACHIRI,2323
APURIMAC,ANDAHUAYLAS,POMACOCHA,879
APURIMAC,ANDAHUAYLAS,SAN ANTONIO DE CACHI,3029
APURIMAC,ANDAHUAYLAS,SAN JERONIMO,22592
APURIMAC,ANDAHUAYLAS,SAN MIGUEL DE CHACCRAMPA,1718
APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO,8892
APURIMAC,ANDAHUAYLAS,TALAVERA,19572
APURIMAC,ANDAHUAYLAS,TUMAY HUARACA,1974
APURIMAC,ANDAHUAYLAS,TURPO,3789
APURIMAC,ANDAHUAYLAS,KAQUIABAMBA,1800
APURIMAC,ANDAHUAYLAS,JOSE MARIA ARGUEDAS,4334
APURIMAC,ANTABAMBA,ANTABAMBA,2904
APURIMAC,ANTABAMBA,EL ORO,552
APURIMAC,ANTABAMBA,HUAQUIRCA,1953
APURIMAC,ANTABAMBA,JUAN ESPINOZA MEDRANO,1767
APURIMAC,ANTABAMBA,OROPESA,2443
APURIMAC,ANTABAMBA,PACHACONAS,1070
APURIMAC,ANTABAMBA,SABAINO,1094
APURIMAC,AYMARAES,CHALHUANCA,5157
APURIMAC,AYMARAES,CAPAYA,578
APURIMAC,AYMARAES,CARAYBAMBA,940
APURIMAC,AYMARAES,CHAPIMARCA,1909
APURIMAC,AYMARAES,COLCABAMBA,673
APURIMAC,AYMARAES,COTARUSE,2792
APURIMAC,AYMARAES,IHUAYLLO,441
APURIMAC,AYMARAES,JUSTO APU SAHUARAURA,751
APURIMAC,AYMARAES,LUCRE,1575
APURIMAC,AYMARAES,POCOHUANCA,1013
APURIMAC,AYMARAES,SAN JUAN DE CHACÑA,745
APURIMAC,AYMARAES,SAÑAYCA,1107
APURIMAC,AYMARAES,SORAYA,701
APURIMAC,AYMARAES,TAPAIRIHUA,1929
APURIMAC,AYMARAES,TINTAY,2349
APURIMAC,AYMARAES,TORAYA,1254
APURIMAC,AYMARAES,YANACA,954
APURIMAC,COTABAMBAS,TAMBOBAMBA,11066
APURIMAC,COTABAMBAS,COTABAMBAS,4102
APURIMAC,COTABAMBAS,COYLLURQUI,7080
APURIMAC,COTABAMBAS,HAQUIRA,10068
APURIMAC,COTABAMBAS,MARA,6278
APURIMAC,COTABAMBAS,CHALLHUAHUACHO,16168
APURIMAC,CHINCHEROS,CHINCHEROS,5616
APURIMAC,CHINCHEROS,ANCO HUALLO,10926
APURIMAC,CHINCHEROS,COCHARCAS,1812
APURIMAC,CHINCHEROS,HUACCANA,6971
APURIMAC,CHINCHEROS,OCOBAMBA,7200
APURIMAC,CHINCHEROS,ONGOY,2471
APURIMAC,CHINCHEROS,URANMARCA,2833
APURIMAC,CHINCHEROS,RANRACANCHA,4313
APURIMAC,CHINCHEROS,ROCCHACC,2849
APURIMAC,CHINCHEROS,EL PORVENIR,1812
APURIMAC,CHINCHEROS,LOS CHANKAS,1052
APURIMAC,GRAU,CHUQUIBAMBILLA,5328
APURIMAC,GRAU,CURPAHUASI,2018
APURIMAC,GRAU,MARISCAL GAMARRA,2833
APURIMAC,GRAU,HUAILLATI,1420
APURIMAC,GRAU,MAMARA,853
APURIMAC,GRAU,MICAELA BASTIDAS,943
APURIMAC,GRAU,PATAYPAMPA,805
APURIMAC,GRAU,PROGRESO,3215
APURIMAC,GRAU,SAN ANTONIO,266
APURIMAC,GRAU,SANTA ROSA,533
APURIMAC,GRAU,TURPAY,628
APURIMAC,GRAU,VILCABAMBA,1319
APURIMAC,GRAU,VIRUNDO,674
APURIMAC,GRAU,CURASCO,1252
AREQUIPA,AREQUIPA,AREQUIPA,60711
AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,90161
AREQUIPA,AREQUIPA,CAYMA,102189
AREQUIPA,AREQUIPA,CERRO COLORADO,210161
AREQUIPA,AREQUIPA,CHARACATO,14336
AREQUIPA,AREQUIPA,CHIGUATA,3235
AREQUIPA,AREQUIPA,JACOBO HUNTER,53745
AREQUIPA,AREQUIPA,LA JOYA,36616
AREQUIPA,AREQUIPA,MARIANO MELGAR,65557
AREQUIPA,AREQUIPA,MIRAFLORES,64560
AREQUIPA,AREQUIPA,MOLLEBAYA,5278
AREQUIPA,AREQUIPA,PAUCARPATA,139471
AREQUIPA,AREQUIPA,POCSI,500
AREQUIPA,AREQUIPA,POLOBAYA,974
AREQUIPA,AREQUIPA,QUEQUEÑA,5173
AREQUIPA,AREQUIPA,SABANDIA,4635
AREQUIPA,AREQUIPA,SACHACA,26226
AREQUIPA,AREQUIPA,SAN JUAN DE SIGUAS,709
AREQUIPA,AREQUIPA,SAN JUAN DE TARUCANI,1569
AREQUIPA,AREQUIPA,SANTA ISABEL DE SIGUAS,797
AREQUIPA,AREQUIPA,SANTA RITA DE SIHUAS,7003
AREQUIPA,AREQUIPA,SOCABAYA,80746
AREQUIPA,AREQUIPA,TIABAYA,17537
AREQUIPA,AREQUIPA,UCHUMAYO,15725
AREQUIPA,AREQUIPA,VITOR,4344
AREQUIPA,AREQUIPA,YANAHUARA,27783
AREQUIPA,AREQUIPA,YARABAMBA,1510
AREQUIPA,AREQUIPA,YURA,36886
AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,87469
AREQUIPA,CAMANA,CAMANA,14163
AREQUIPA,CAMANA,JOSE MARIA QUIMPER,4813
AREQUIPA,CAMANA,MARIANO NICOLAS VALCARCEL,7591
AREQUIPA,CAMANA,MARISCAL CACERES,6624
AREQUIPA,CAMANA,NICOLAS DE PIEROLA,7818
AREQUIPA,CAMANA,OCOÑA,4467
AREQUIPA,CAMANA,QUILCA,1075
AREQUIPA,CAMANA,SAMUEL PASTOR,16697
AREQUIPA,CARAVELI,CARAVELI,4386
AREQUIPA,CARAVELI,ACARI,5282
AREQUIPA,CARAVELI,ATICO,5906
AREQUIPA,CARAVELI,ATIQUIPA,556
AREQUIPA,CARAVELI,BELLA UNION,3396
AREQUIPA,CARAVELI,CAHUACHO,695
AREQUIPA,CARAVELI,CHALA,9514
AREQUIPA,CARAVELI,CHAPARRA,3839
AREQUIPA,CARAVELI,HUANUHUANU,3195
AREQUIPA,CARAVELI,JAQUI,1712
AREQUIPA,CARAVELI,LOMAS,1581
AREQUIPA,CARAVELI,QUICACHA,2006
AREQUIPA,CARAVELI,YAUCA,2111
AREQUIPA,CASTILLA,APLAO,9595
AREQUIPA,CASTILLA,ANDAGUA,1135
AREQUIPA,CASTILLA,AYO,270
AREQUIPA,CASTILLA,CHACHAS,1813
AREQUIPA,CASTILLA,CHILCAYMARCA,1031
AREQUIPA,CASTILLA,CHOCO,812
AREQUIPA,CASTILLA,HUANCARQUI,1679
AREQUIPA,CASTILLA,MACHAGUAY,564
AREQUIPA,CASTILLA,ORCOPAMPA,8906
AREQUIPA,CASTILLA,PAMPACOLCA,2269
AREQUIPA,CASTILLA,TIPAN,481
AREQUIPA,CASTILLA,UÑON,224
AREQUIPA,CASTILLA,URACA,7199
AREQUIPA,CASTILLA,VIRACO,1763
AREQUIPA,CAYLLOMA,CHIVAY,6371
AREQUIPA,CAYLLOMA,ACHOMA,937
AREQUIPA,CAYLLOMA,CABANACONDE,2446
AREQUIPA,CAYLLOMA,CALLALLI,1681
AREQUIPA,CAYLLOMA,CAYLLOMA,3952
AREQUIPA,CAYLLOMA,COPORAQUE,1259
AREQUIPA,CAYLLOMA,HUAMBO,751
AREQUIPA,CAYLLOMA,HUANCA,1184
AREQUIPA,CAYLLOMA,ICHUPAMPA,598
AREQUIPA,CAYLLOMA,LARI,995
AREQUIPA,CAYLLOMA,LLUTA,830
AREQUIPA,CAYLLOMA,MACA,776
AREQUIPA,CAYLLOMA,MADRIGAL,706
AREQUIPA,CAYLLOMA,SAN ANTONIO DE CHUCA,1005
AREQUIPA,CAYLLOMA,SIBAYO,730
AREQUIPA,CAYLLOMA,TAPAY,815
AREQUIPA,CAYLLOMA,TISCO,1681
AREQUIPA,CAYLLOMA,TUTI,681
AREQUIPA,CAYLLOMA,YANQUE,2368
AREQUIPA,CAYLLOMA,MAJES,66859
AREQUIPA,CONDESUYOS,CHUQUIBAMBA,3650
AREQUIPA,CONDESUYOS,ANDARAY,715
AREQUIPA,CONDESUYOS,CAYARANI,3553
AREQUIPA,CONDESUYOS,CHICHAS,743
AREQUIPA,CONDESUYOS,IRAY,654
AREQUIPA,CONDESUYOS,RIO GRANDE,3669
AREQUIPA,CONDESUYOS,SALAMANCA,527
AREQUIPA,CONDESUYOS,YANAQUIHUA,4415
AREQUIPA,ISLAY,MOLLENDO,27794
AREQUIPA,ISLAY,COCACHACRA,9186
AREQUIPA,ISLAY,DEAN VALDIVIA,7384
AREQUIPA,ISLAY,ISLAY,5385
AREQUIPA,ISLAY,MEJIA,1291
AREQUIPA,ISLAY,PUNTA DE BOMBON,6986
AREQUIPA,LA UNION,COTAHUASI,3197
AREQUIPA,LA UNION,ALCA,2057
AREQUIPA,LA UNION,CHARCANA,614
AREQUIPA,LA UNION,HUAYNACOTAS,2127
AREQUIPA,LA UNION,PAMPAMARCA,1224
AREQUIPA,LA UNION,PUYCA,2602
AREQUIPA,LA UNION,QUECHUALLA,291
AREQUIPA,LA UNION,SAYLA,341
AREQUIPA,LA UNION,TAURIA,320
AREQUIPA,LA UNION,TOMEPAMPA,736
AREQUIPA,LA UNION,TORO,578
AYACUCHO,HUAMANGA,AYACUCHO,106913
AYACUCHO,HUAMANGA,ACOCRO,8413
AYACUCHO,HUAMANGA,ACOS VINCHOS,4726
AYACUCHO,HUAMANGA,CARMEN ALTO,30856
AYACUCHO,HUAMANGA,CHIARA,6379
AYACUCHO,HUAMANGA,OCROS,5764
AYACUCHO,HUAMANGA,PACAYCASA,3401
AYACUCHO,HUAMANGA,QUINUA,5432
AYACUCHO,HUAMANGA,SAN JOSE DE TICLLAS,1483
AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,52475
AYACUCHO,HUAMANGA,SANTIAGO DE PISCHA,1478
AYACUCHO,HUAMANGA,SOCOS,6437
AYACUCHO,HUAMANGA,TAMBILLO,5723
AYACUCHO,HUAMANGA,VINCHOS,15300
AYACUCHO,HUAMANGA,JESUS NAZARENO,20336
AYACUCHO,HUAMANGA,ANDRES AVELINO CACERES D.,30546
AYACUCHO,CANGALLO,CANGALLO,5998
AYACUCHO,CANGALLO,CHUSCHI,9134
AYACUCHO,CANGALLO,LOS MOROCHUCOS,8323
AYACUCHO,CANGALLO,MARIA PARADO DE BELLIDO,2175
AYACUCHO,CANGALLO,PARAS,4437
AYACUCHO,CANGALLO,TOTOS,3156
AYACUCHO,HUANCA SANCOS,SANCOS,3257
AYACUCHO,HUANCA SANCOS,CARAPO,1881
AYACUCHO,HUANCA SANCOS,SACSAMARCA,1369
AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,2204
