DEPARTAMENTO,PROVINCIA,DISTRITO,Population
AYACUCHO,HUANTA,HUANTA,43001
AYACUCHO,HUANTA,AYAHUANCO,1254
AYACUCHO,HUANTA,HUAMANGUILLA,4382
AYACUCHO,HUANTA,IGUAIN,2872
AYACUCHO,HUANTA,LURICOCHA,6088
AYACUCHO,HUANTA,SANTILLANA,4171
AYACUCHO,HUANTA,SIVIA,12488
AYACUCHO,HUANTA,LLOCHEGUA,11752
AYACUCHO,HUANTA,CANAYRE,4195
AYACUCHO,HUANTA,UCHURACCAY,3981
AYACUCHO,HUANTA,PUCACOLPA,2797
AYACUCHO,HUANTA,CHACA,2329
AYACUCHO,LA MAR,SAN MIGUEL,11344
AYACUCHO,LA MAR,ANCO,8778
AYACUCHO,LA MAR,AYNA,10414
AYACUCHO,LA MAR,CHILCAS,1731
AYACUCHO,LA MAR,CHUNGUI,4717
AYACUCHO,LA MAR,LUIS CARRANZA,1343
AYACUCHO,LA MAR,SANTA ROSA,12967
AYACUCHO,LA MAR,TAMBO,10909
AYACUCHO,LA MAR,SAMUGARI,10973
AYACUCHO,LA MAR,ANCHIHUAY,4740
AYACUCHO,LA MAR,ORONCCOY,1155
AYACUCHO,LUCANAS,PUQUIO,14819
AYACUCHO,LUCANAS,AUCARA,2814
AYACUCHO,LUCANAS,CABANA,2135
AYACUCHO,LUCANAS,CARMEN SALCEDO,1801
AYACUCHO,LUCANAS,CHAVIÑA,2341
AYACUCHO,LUCANAS,CHIPAO,2671
AYACUCHO,LUCANAS,HUAC-HUAS,1734
AYACUCHO,LUCANAS,LARAMATE,1705
AYACUCHO,LUCANAS,LEONCIO PRADO,1135
AYACUCHO,LUCANAS,LLAUTA,906
AYACUCHO,LUCANAS,LUCANAS,2944
AYACUCHO,LUCANAS,OCAÑA,2415
AYACUCHO,LUCANAS,OTOCA,2083
AYACUCHO,LUCANAS,SAISA,848
AYACUCHO,LUCANAS,SAN CRISTOBAL,1880
AYACUCHO,LUCANAS,SAN JUAN,1028
AYACUCHO,LUCANAS,SAN PEDRO,2793
AYACUCHO,LUCANAS,SAN PEDRO DE PALCO,971
AYACUCHO,LUCANAS,SANCOS,5229
AYACUCHO,LUCANAS,SANTA ANA DE HUAYCAHUACHO,762
AYACUCHO,LUCANAS,SANTA LUCIA,1401
AYACUCHO,PARINACOCHAS,CORACORA,14103
AYACUCHO,PARINACOCHAS,CHUMPI,2345
AYACUCHO,PARINACOCHAS,CORONEL CASTAÑEDA,1876
AYACUCHO,PARINACOCHAS,PACAPAUSA,638
AYACUCHO,PARINACOCHAS,PULLO,6918
AYACUCHO,PARINACOCHAS,PUYUSCA,2155
AYACUCHO,PARINACOCHAS,SAN FRANCISCO DE RAVACAYCO,517
AYACUCHO,PARINACOCHAS,UPAHUACHO,1222
AYACUCHO,PAUCAR DEL SARA SARA,PAUSA,3345
AYACUCHO,PAUCAR DEL SARA SARA,COLTA,477
AYACUCHO,PAUCAR DEL SARA SARA,CORCULLA,439
AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,2082
AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA,614
AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,1590
AYACUCHO,PAUCAR DEL SARA SARA,PARARCA,410
AYACUCHO,PAUCAR DEL SARA SARA,SAN JAVIER DE ALPABAMBA,285
AYACUCHO,PAUCAR DEL SARA SARA,SAN JOSE DE USHUA,225
AYACUCHO,PAUCAR DEL SARA SARA,SARA SARA,493
AYACUCHO,SUCRE,QUEROBAMBA,2620
AYACUCHO,SUCRE,BELEN,327
AYACUCHO,SUCRE,CHALCOS,477
AYACUCHO,SUCRE,CHILCAYOC,488
AYACUCHO,SUCRE,HUACAÑA,363
AYACUCHO,SUCRE,MORCOLLA,1272
AYACUCHO,SUCRE,PAICO,539
AYACUCHO,SUCRE,SAN PEDRO DE LARCAY,821
AYACUCHO,SUCRE,SAN SALVADOR DE QUIJE,1043
AYACUCHO,SUCRE,SANTIAGO DE PAUCARAY,583
AYACUCHO,SUCRE,SORAS,1032
AYACUCHO,VICTOR FAJARDO,HUANCAPI,1966
AYACUCHO,VICTOR FAJARDO,ALCAMENCA,1529
AYACUCHO,VICTOR FAJARDO,APONGO,614
AYACUCHO,VICTOR FAJARDO,ASQUIPATA,428
AYACUCHO,VICTOR FAJARDO,CANARIA,4075
AYACUCHO,VICTOR FAJARDO,CAYARA,1117
AYACUCHO,VICTOR FAJARDO,COLCA,1011
AYACUCHO,VICTOR FAJARDO,HUAMANQUIQUIA,1133
AYACUCHO,VICTOR FAJARDO,HUANCARAYLLA,1292
AYACUCHO,VICTOR FAJARDO,HUALLA,2158
AYACUCHO,VICTOR FAJARDO,SARHUA,2701
AYACUCHO,VICTOR FAJARDO,VILCANCHOS,2499
AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN,6889
AYACUCHO,VILCAS HUAMAN,ACCOMARCA,873
AYACUCHO,VILCAS HUAMAN,CARHUANCA,828
AYACUCHO,VILCAS HUAMAN,CONCEPCION,1757
AYACUCHO,VILCAS HUAMAN,HUAMBALPA,1381
AYACUCHO,VILCAS HUAMAN,INDEPENDENCIA,1172
AYACUCHO,VILCAS HUAMAN,SAURAMA,1084
AYACUCHO,VILCAS HUAMAN,VISCHONGO,4015
CAJAMARCA,CAJAMARCA,CAJAMARCA,238521
CAJAMARCA,CAJAMARCA,ASUNCION,8477
CAJAMARCA,CAJAMARCA,CHETILLA,3942
CAJAMARCA,CAJAMARCA,COSPAN,7350
CAJAMARCA,CAJAMARCA,ENCAÑADA,20991
CAJAMARCA,CAJAMARCA,JESUS,16381
CAJAMARCA,CAJAMARCA,LLACANORA,6373
CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,50237
CAJAMARCA,CAJAMARCA,MAGDALENA,8962
CAJAMARCA,CAJAMARCA,MATARA,3753
CAJAMARCA,CAJAMARCA,NAMORA,10320
CAJAMARCA,CAJAMARCA,SAN JUAN,4616
CAJAMARCA,CAJABAMBA,CAJABAMBA,33224
CAJAMARCA,CAJABAMBA,CACHACHI,25800
CAJAMARCA,CAJABAMBA,CONDEBAMBA,14991
CAJAMARCA,CAJABAMBA,SITACOCHA,8271
CAJAMARCA,CELENDIN,CELENDIN,28468
CAJAMARCA,CELENDIN,CHUMUCH,2798
CAJAMARCA,CELENDIN,CORTEGANA,7631
CAJAMARCA,CELENDIN,HUASMIN,11429
CAJAMARCA,CELENDIN,JORGE CHAVEZ,441
CAJAMARCA,CELENDIN,JOSE GALVEZ,2714
CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,4167
CAJAMARCA,CELENDIN,OXAMARCA,6011
CAJAMARCA,CELENDIN,SOROCHUCO,7895
CAJAMARCA,CELENDIN,SUCRE,5565
CAJAMARCA,CELENDIN,UTCO,1103
CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,7126
CAJAMARCA,CHOTA,CHOTA,50519
CAJAMARCA,CHOTA,ANGUIA,3415
CAJAMARCA,CHOTA,CHADIN,3744
CAJAMARCA,CHOTA,CHIGUIRIP,3785
CAJAMARCA,CHOTA,CHIMBAN,2413
CAJAMARCA,CHOTA,CHOROPAMPA,2502
CAJAMARCA,CHOTA,COCHABAMBA,5948
CAJAMARCA,CHOTA,CONCHAN,6064
CAJAMARCA,CHOTA,HUAMBOS,8684
CAJAMARCA,CHOTA,LAJAS,11714
CAJAMARCA,CHOTA,LLAMA,7438
CAJAMARCA,CHOTA,MIRACOSTA,3374
CAJAMARCA,CHOTA,PACCHA,4750
CAJAMARCA,CHOTA,PION,1281
CAJAMARCA,CHOTA,QUEROCOTO,8881
CAJAMARCA,CHOTA,SAN JUAN DE LICUPIS,943
CAJAMARCA,CHOTA,TACABAMBA,17131
CAJAMARCA,CHOTA,TOCMOCHE,849
CAJAMARCA,CHOTA,CHALAMARCA,9882
CAJAMARCA,CONTUMAZA,CONTUMAZA,8168
CAJAMARCA,CONTUMAZA,CHILETE,2795
CAJAMARCA,CONTUMAZA,CUPISNIQUE,1397
CAJAMARCA,CONTUMAZA,GUZMANGO,2864
CAJAMARCA,CONTUMAZA,SAN BENITO,3574
CAJAMARCA,CONTUMAZA,SANTA CRUZ DE TOLED,1063
CAJAMARCA,CONTUMAZA,TANTARICA,2586
CAJAMARCA,CONTUMAZA,YONAN,6998
CAJAMARCA,CUTERVO,CUTERVO,52184
CAJAMARCA,CUTERVO,CALLAYUC,9923
CAJAMARCA,CUTERVO,CHOROS,3342
CAJAMARCA,CUTERVO,CUJILLO,2679
CAJAMARCA,CUTERVO,LA RAMADA,4157
CAJAMARCA,CUTERVO,PIMPINGOS,5328
CAJAMARCA,CUTERVO,QUEROCOTILLO,14067
CAJAMARCA,CUTERVO,SAN ANDRES DE CUTERVO,4472
CAJAMARCA,CUTERVO,SAN JUAN DE CUTERVO,1924
CAJAMARCA,CUTERVO,SAN LUIS DE LUCMA,3161
CAJAMARCA,CUTERVO,SANTA CRUZ,2801
CAJAMARCA,CUTERVO,SANTO DOMINGO DE LA CAPILLA,5150
CAJAMARCA,CUTERVO,SANTO TOMAS,7783
CAJAMARCA,CUTERVO,SOCOTA,9487
CAJAMARCA,CUTERVO,TORIBIO CASANOVA,1121
CAJAMARCA,HUALGAYOC,BAMBAMARCA,65979
CAJAMARCA,HUALGAYOC,CHUGUR,3032
CAJAMARCA,HUALGAYOC,HUALGAYOC,16596
CAJAMARCA,JAEN,JAEN,104036
CAJAMARCA,JAEN,BELLAVISTA,16287
CAJAMARCA,JAEN,CHONTALI,10488
CAJAMARCA,JAEN,COLASAY,10794
CAJAMARCA,JAEN,HUABAL,8927
CAJAMARCA,JAEN,LAS PIRIAS,4658
CAJAMARCA,JAEN,POMAHUACA,9298
CAJAMARCA,JAEN,PUCARA,6995
CAJAMARCA,JAEN,SALLIQUE,7706
CAJAMARCA,JAEN,SAN FELIPE,4940
CAJAMARCA,JAEN,SAN JOSE DEL ALTO,7953
CAJAMARCA,JAEN,SANTA ROSA,10786
CAJAMARCA,SAN IGNACIO,SAN IGNACIO,39238
CAJAMARCA,SAN IGNACIO,CHIRINOS,15732
CAJAMARCA,SAN IGNACIO,HUARANGO,19348
CAJAMARCA,SAN IGNACIO,LA COIPA,21183
CAJAMARCA,SAN IGNACIO,NAMBALLE,10282
CAJAMARCA,SAN IGNACIO,SAN JOSE DE LOURDES,19982
CAJAMARCA,SAN IGNACIO,TABACONAS,19970
CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,21205
CAJAMARCA,SAN MARCOS,CHANCAY,3102
CAJAMARCA,SAN MARCOS,EDUARDO VILLANUEVA,2862
CAJAMARCA,SAN MARCOS,GREGORIO PITA,5435
CAJAMARCA,SAN MARCOS,ICHOCAN,1963
CAJAMARCA,SAN MARCOS,JOSE MANUEL QUIROZ,3722
CAJAMARCA,SAN MARCOS,JOSE SABOGAL,13441
CAJAMARCA,SAN MIGUEL,SAN MIGUEL,14191
CAJAMARCA,SAN MIGUEL,BOLIVAR,1299
CAJAMARCA,SAN MIGUEL,CALQUIS,4282
CAJAMARCA,SAN MIGUEL,CATILLUC,2937
CAJAMARCA,SAN MIGUEL,EL PRADO,1661
CAJAMARCA,SAN MIGUEL,LA FLORIDA,2137
CAJAMARCA,SAN MIGUEL,LLAPA,4691
CAJAMARCA,SAN MIGUEL,NANCHOC,1337
CAJAMARCA,SAN MIGUEL,NIEPOS,3381
CAJAMARCA,SAN MIGUEL,SAN GREGORIO,2278
CAJAMARCA,SAN MIGUEL,SAN SILVESTRE DE COCHAN,3845
CAJAMARCA,SAN MIGUEL,TONGOD,2820
CAJAMARCA,SAN MIGUEL,UNION AGUA BLANCA,3200
CAJAMARCA,SAN PABLO,SAN PABLO,13446
CAJAMARCA,SAN PABLO,SAN BERNARDINO,4611
CAJAMARCA,SAN PABLO,SAN LUIS,949
CAJAMARCA,SAN PABLO,TUMBADEN,3702
CAJAMARCA,SANTA CRUZ,SANTA CRUZ,9749
CAJAMARCA,SANTA CRUZ,ANDABAMBA,1338
CAJAMARCA,SANTA CRUZ,CATACHE,9893
CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS,3524
CAJAMARCA,SANTA CRUZ,LA ESPERANZA,2356
CAJAMARCA,SANTA CRUZ,NINABAMBA,2098
CAJAMARCA,SANTA CRUZ,PULAN,4010
CAJAMARCA,SANTA CRUZ,SAUCEPAMPA,1460
CAJAMARCA,SANTA CRUZ,SEXI,426
CAJAMARCA,SANTA CRUZ,UTICYACU,1276
CAJAMARCA,SANTA CRUZ,YAUYUCAN,2976
CALLAO,CALLAO,CALLAO,521346
CALLAO,CALLAO,BELLAVISTA,87471
CALLAO,CALLAO,CARMEN DE LA LEGUA-REYNOSO,48492
CALLAO,CALLAO,LA PERLA,70394
CALLAO,CALLAO,LA PUNTA,4590
CALLAO,CALLAO,VENTANILLA,347244
CALLAO,CALLAO,MI PERU,50317
CUSCO,CUSCO,CUSCO,128805
CUSCO,CUSCO,CCORCA,2461
CUSCO,CUSCO,POROY,2732
CUSCO,CUSCO,SAN JERONIMO,63604
CUSCO,CUSCO,SAN SEBASTIAN,124705
CUSCO,CUSCO,SANTIAGO,103764
CUSCO,CUSCO,SAYLLA,6214
CUSCO,CUSCO,WANCHAQ,63058
CUSCO,ACOMAYO,ACOMAYO,4888
CUSCO,ACOMAYO,ACOPIA,2987
CUSCO,ACOMAYO,ACOS,2429
CUSCO,ACOMAYO,MOSOC LLACTA,1214
CUSCO,ACOMAYO,POMACANCHI,7944
CUSCO,ACOMAYO,RONDOCAN,2120
CUSCO,ACOMAYO,SANGARARA,3544
CUSCO,ANTA,ANTA,24203
CUSCO,ANTA,ANCAHUASI,7772
CUSCO,ANTA,CACHIMAYO,2654
CUSCO,ANTA,CHINCHAYPUJIO,4514
CUSCO,ANTA,HUAROCONDO,4968
CUSCO,ANTA,LIMATAMBO,8194
CUSCO,ANTA,MOLLEPATA,3443
CUSCO,ANTA,PUCYURA,3349
CUSCO,ANTA,ZURITE,3840
CUSCO,CALCA,CALCA,23305
CUSCO,CALCA,COYA,3763
CUSCO,CALCA,LAMAY,6003
CUSCO,CALCA,LARES,6727
CUSCO,CALCA,PISAC,11494
CUSCO,CALCA,SAN SALVADOR,6135
CUSCO,CALCA,TARAY,4911
CUSCO,CALCA,YANATILE,10056
CUSCO,CANAS,YANAOCA,9558
CUSCO,CANAS,CHECCA,5711
CUSCO,CANAS,KUNTURKANKI,5345
CUSCO,CANAS,LANGUI,2223
CUSCO,CANAS,LAYO,5810
CUSCO,CANAS,PAMPAMARCA,1938
CUSCO,CANAS,QUEHUE,2827
CUSCO,CANAS,TUPAC AMARU,2737
CUSCO,CANCHIS,SICUANI,64605
CUSCO,CANCHIS,CHECACUPE,5279
CUSCO,CANCHIS,COMBAPATA,5182
CUSCO,CANCHIS,MARANGANI,10751
CUSCO,CANCHIS,PITUMARCA,8363
CUSCO,CANCHIS,SAN PABLO,4632
CUSCO,CANCHIS,SAN PEDRO,2872
CUSCO,CANCHIS,TINTA,5607
CUSCO,CHUMBIVILCAS,SANTO TOMAS,23837
CUSCO,CHUMBIVILCAS,CAPACMARCA,4307
CUSCO,CHUMBIVILCAS,CHAMACA,6918
CUSCO,CHUMBIVILCAS,COLQUEMARCA,7570
CUSCO,CHUMBIVILCAS,LIVITACA,12931
CUSCO,CHUMBIVILCAS,LLUSCO,4781
CUSCO,CHUMBIVILCAS,QUIÑOTA,4185
CUSCO,CHUMBIVILCAS,VELILLE,8642
CUSCO,ESPINAR,ESPINAR,38885
CUSCO,ESPINAR,CONDOROMA,949
CUSCO,ESPINAR,COPORAQUE,11121
CUSCO,ESPINAR,OCORURO,1121
CUSCO,ESPINAR,PALLPATA,5306
CUSCO,ESPINAR,PICHIGUA,3060
CUSCO,ESPINAR,SUYCKUTAMBO,1790
CUSCO,ESPINAR,ALTO PICHIGUA,2126
CUSCO,LA CONVENCION,SANTA ANA,31667
CUSCO,LA CONVENCION,ECHARATE,28022
CUSCO,LA CONVENCION,HUAYOPATA,5670
CUSCO,LA CONVENCION,MARANURA,4831
CUSCO,LA CONVENCION,OCOBAMBA,5071
CUSCO,LA CONVENCION,QUELLOUNO,15688
CUSCO,LA CONVENCION,KIMBIRI,19531
CUSCO,LA CONVENCION,SANTA TERESA,7186
CUSCO,LA CONVENCION,VILCABAMBA,11227
CUSCO,LA CONVENCION,PICHARI,26618
CUSCO,LA CONVENCION,INKAWASI,5060
CUSCO,LA CONVENCION,VILLA VIRGEN,2412
CUSCO,LA CONVENCION,VILLA KINTIARINA,2413
CUSCO,LA CONVENCION,MEGANTONI,8086
CUSCO,PARURO,PARURO,3562
CUSCO,PARURO,ACCHA,3308
CUSCO,PARURO,CCAPI,3318
CUSCO,PARURO,COLCHA,985
CUSCO,PARURO,HUANOQUITE,5312
CUSCO,PARURO,OMACHA,6142
CUSCO,PARURO,PACCARITAMBO,2173
CUSCO,PARURO,PILLPINTO,1052
CUSCO,PARURO,YAURISQUE,2099
CUSCO,PAUCARTAMBO,PAUCARTAMBO,13642
CUSCO,PAUCARTAMBO,CAICAY,3017
CUSCO,PAUCARTAMBO,CHALLABAMBA,9836
CUSCO,PAUCARTAMBO,COLQUEPATA,9351
CUSCO,PAUCARTAMBO,HUANCARANI,7925
CUSCO,PAUCARTAMBO,KOSÑIPATA,5066
CUSCO,QUISPICANCHI,URCOS,12098
CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,6710
CUSCO,QUISPICANCHI,CAMANTI,2582
CUSCO,QUISPICANCHI,CCARHUAYO,3207
CUSCO,QUISPICANCHI,CCATCA,15483
CUSCO,QUISPICANCHI,CUSIPATA,4821
CUSCO,QUISPICANCHI,HUARO,4987
CUSCO,QUISPICANCHI,LUCRE,5063
CUSCO,QUISPICANCHI,MARCAPATA,5009
CUSCO,QUISPICANCHI,OCONGATE,18106
CUSCO,QUISPICANCHI,OROPESA,10668
CUSCO,QUISPICANCHI,QUIQUIJANA,11924
CUSCO,URUBAMBA,URUBAMBA,23176
CUSCO,URUBAMBA,CHINCHERO,12035
CUSCO,URUBAMBA,HUAYLLABAMBA,6192
CUSCO,URUBAMBA,MACHUPICCHU,5915
CUSCO,URUBAMBA,MARAS,6818
CUSCO,URUBAMBA,OLLANTAYTAMBO,11789
CUSCO,URUBAMBA,YUCAY,3453
HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,41737
HUANCAVELICA,HUANCAVELICA,ACOBAMBILLA,2046
HUANCAVELICA,HUANCAVELICA,ACORIA,18611
HUANCAVELICA,HUANCAVELICA,CONAYCA,773
HUANCAVELICA,HUANCAVELICA,CUENCA,1099
HUANCAVELICA,HUANCAVELICA,HUACHOCOLPA,2007
HUANCAVELICA,HUANCAVELICA,HUAYLLAHUARA,593
HUANCAVELICA,HUANCAVELICA,IZCUCHACA,855
HUANCAVELICA,HUANCAVELICA,LARIA,688
HUANCAVELICA,HUANCAVELICA,MANTA,964
HUANCAVELICA,HUANCAVELICA,MARISCAL CACERES,508
HUANCAVELICA,HUANCAVELICA,MOYA,923
HUANCAVELICA,HUANCAVELICA,NUEVO OCCORO,1730
HUANCAVELICA,HUANCAVELICA,PALCA,1910
HUANCAVELICA,HUANCAVELICA,PILCHACA,467
HUANCAVELICA,HUANCAVELICA,VILCA,1890
HUANCAVELICA,HUANCAVELICA,YAULI,21579
HUANCAVELICA,HUANCAVELICA,ASCENSION,16331
HUANCAVELICA,HUANCAVELICA,HUANDO,6445
HUANCAVELICA,ACOBAMBA,ACOBAMBA,9359
HUANCAVELICA,ACOBAMBA,ANDABAMBA,3389
HUANCAVELICA,ACOBAMBA,ANTA,4930
HUANCAVELICA,ACOBAMBA,CAJA,1846
HUANCAVELICA,ACOBAMBA,MARCAS,1521
HUANCAVELICA,ACOBAMBA,PAUCARA,11163
HUANCAVELICA,ACOBAMBA,POMACOCHA,2907
HUANCAVELICA,ACOBAMBA,ROSARIO,5108
HUANCAVELICA,ANGARAES,LIRCAY,25115
HUANCAVELICA,ANGARAES,ANCHONGA,7687
HUANCAVELICA,ANGARAES,CALLANMARCA,599
HUANCAVELICA,ANGARAES,CCOCHACCASA,3251
HUANCAVELICA,ANGARAES,CHINCHO,919
HUANCAVELICA,ANGARAES,CONGALLA,3648
HUANCAVELICA,ANGARAES,HUANCA-HUANCA,1393
HUANCAVELICA,ANGARAES,HUALLAY-GRANDE,1090
HUANCAVELICA,ANGARAES,JULCAMARCA,1734
HUANCAVELICA,ANGARAES,SAN ANTONIO DE ANTAPARCO,2462
HUANCAVELICA,ANGARAES,SANTO TOMAS DE PATA,1471
HUANCAVELICA,ANGARAES,SECCLLA,3166
HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,3125
HUANCAVELICA,CASTROVIRREYNA,ARMA,909
HUANCAVELICA,CASTROVIRREYNA,AURAHUA,1550
HUANCAVELICA,CASTROVIRREYNA,CAPILLAS,902
HUANCAVELICA,CASTROVIRREYNA,CHUPAMARCA,905
HUANCAVELICA,CASTROVIRREYNA,COCAS,712
HUANCAVELICA,CASTROVIRREYNA,HUACHOS,897
HUANCAVELICA,CASTROVIRREYNA,HUAMATAMBO,371
HUANCAVELICA,CASTROVIRREYNA,MOLLEPAMPA,1158
HUANCAVELICA,CASTROVIRREYNA,SAN JUAN,640
HUANCAVELICA,CASTROVIRREYNA,SANTA ANA,921
HUANCAVELICA,CASTROVIRREYNA,TANTARA,629
HUANCAVELICA,CASTROVIRREYNA,TICRAPO,1478
HUANCAVELICA,CHURCAMPA,CHURCAMPA,5304
HUANCAVELICA,CHURCAMPA,ANCO,5873
HUANCAVELICA,CHURCAMPA,CHINCHIHUASI,2034
HUANCAVELICA,CHURCAMPA,EL CARMEN,2506
HUANCAVELICA,CHURCAMPA,LA MERCED,1060
HUANCAVELICA,CHURCAMPA,LOCROJA,3437
HUANCAVELICA,CHURCAMPA,PAUCARBAMBA,4621
HUANCAVELICA,CHURCAMPA,SAN MIGUEL DE MAYOCC,735
HUANCAVELICA,CHURCAMPA,SAN PEDRO DE CORIS,3507
HUANCAVELICA,CHURCAMPA,PACHAMARCA,1940
HUANCAVELICA,CHURCAMPA,COSME,3170
HUANCAVELICA,HUAYTARA,HUAYTARA,2236
HUANCAVELICA,HUAYTARA,AYAVI,745
HUANCAVELICA,HUAYTARA,CORDOVA,930
HUANCAVELICA,HUAYTARA,HUAYACUNDO ARMA,409
HUANCAVELICA,HUAYTARA,LARAMARCA,802
HUANCAVELICA,HUAYTARA,OCOYO,844
HUANCAVELICA,HUAYTARA,PILPICHACA,2969
HUANCAVELICA,HUAYTARA,QUERCO,999
HUANCAVELICA,HUAYTARA,QUITO ARMA,661
HUANCAVELICA,HUAYTARA,SAN ANTONIO DE CUSICANCHA,1401
HUANCAVELICA,HUAYTARA,SAN FRANCISCO DE SANGAYAICO,894
HUANCAVELICA,HUAYTARA,SAN ISIDRO,1036
HUANCAVELICA,HUAYTARA,SANTIAGO DE CHOCORVOS,1622
HUANCAVELICA,HUAYTARA,SANTIAGO DE QUIRAHUARA,345
HUANCAVELICA,HUAYTARA,SANTO DOMINGO DE CAPILLAS,730
HUANCAVELICA,HUAYTARA,TAMBO,651
HUANCAVELICA,TAYACAJA,PAMPAS,10557
HUANCAVELICA,TAYACAJA,ACOSTAMBO,3360
HUANCAVELICA,TAYACAJA,ACRAQUIA,3663
HUANCAVELICA,TAYACAJA,AHUAYCHA,4062
HUANCAVELICA,TAYACAJA,COLCABAMBA,11806
HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,9752
HUANCAVELICA,TAYACAJA,HUACHOCOLPA,3346
HUANCAVELICA,TAYACAJA,HUARIBAMBA,3043
HUANCAVELICA,TAYACAJA,ÑAHUIMPUQUIO,1495
HUANCAVELICA,TAYACAJA,PAZOS,5350
HUANCAVELICA,TAYACAJA,QUISHUAR,713
HUANCAVELICA,TAYACAJA,SALCABAMBA,3967
HUANCAVELICA,TAYACAJA,SALCAHUASI,2675
HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,1855
HUANCAVELICA,TAYACAJA,SURCUBAMBA,4849
HUANCAVELICA,TAYACAJA,TINTAY PUNCU,3249
HUANCAVELICA,TAYACAJA,QUICHUAS,4260
HUANCAVELICA,TAYACAJA,ANDAYMARCA,2554
HUANCAVELICA,TAYACAJA,ROBLE,1440
HUANCAVELICA,TAYACAJA,PICHOS,2078
HUANCAVELICA,TAYACAJA,SANTIAGO DE TUCUMA,1671
HUANUCO,HUANUCO,HUANUCO,92909
HUANUCO,HUANUCO,AMARILIS,85724
HUANUCO,HUANUCO,CHINCHAO,13363
HUANUCO,HUANUCO,CHURUBAMBA,17293
